user_id,email,terrain_tags,activity_style_tags
1,john@example.com,산;바다,힐링·여유;체험형
440,user440@example.com,숲;벚꽃나무숲,체험형;벚꽃나무체험
441,user441@example.com,산;무량성취산,야외활동;무량성취산활동
442,user442@example.com,강·호수;무량성취강,레저·액티비티;무량성취강투어
443,user443@example.com,섬;무량성취섬,문화·역사;무량성취섬문화
444,user444@example.com,평야;무량성취평야,힐링·여유;무량성취평야힐링
445,user445@example.com,바다;무량성취바다,농촌체험;무량성취바다농업
446,user446@example.com,숲;배꽃나무숲,축제·이벤트;배꽃나무축제
447,user447@example.com,산;무량해탈산,체험형;무량해탈산체험
448,user448@example.com,강·호수;무량해탈강,야외활동;무량해탈강활동
449,user449@example.com,섬;무량해탈섬,레저·액티비티;무량해탈섬투어
450,user450@example.com,평야;무량해탈평야,문화·역사;무량해탈평야문화
451,user451@example.com,바다;무량해탈바다,힐링·여유;무량해탈바다힐링
452,user452@example.com,숲;복숭아꽃숲,농촌체험;복숭아꽃농장
453,user453@example.com,산;무량열반산,축제·이벤트;무량열반산축제
454,user454@example.com,강·호수;무량열반강,체험형;무량열반강체험
455,user455@example.com,섬;무량열반섬,야외활동;무량열반섬활동
456,user456@example.com,평야;무량열반평야,레저·액티비티;무량열반평야투어
457,user457@example.com,바다;무량열반바다,문화·역사;무량열반바다문화
458,user458@example.com,숲;자두꽃나무숲,힐링·여유;자두꽃나무힐링
459,user459@example.com,산;무량상락산,농촌체험;무량상락산농업
460,user460@example.com,강·호수;무량상락강,축제·이벤트;무량상락강축제
461,user461@example.com,섬;무량상락섬,체험형;무량상락섬체험
462,user462@example.com,평야;무량상락평야,야외활동;무량상락평야활동
463,user463@example.com,바다;무량상락바다,레저·액티비티;무량상락바다투어
464,user464@example.com,숲;사과꽃나무숲,문화·역사;사과꽃나무문화
465,user465@example.com,산;무량상정산,힐링·여유;무량상정산힐링
466,user466@example.com,강·호수;무량상정강,농촌체험;무량상정강농업
467,user467@example.com,섬;무량상정섬,축제·이벤트;무량상정섬축제
468,user468@example.com,평야;무량상정평야,체험형;무량상정평야체험
469,user469@example.com,바다;무량상정바다,야외활동;무량상정바다활동
470,user470@example.com,숲;앵두꽃나무숲,레저·액티비티;앵두꽃나무체험
471,user471@example.com,산;무량상아산,문화·역사;무량상아산문화
472,user472@example.com,강·호수;무량상아강,힐링·여유;무량상아강힐링
473,user473@example.com,섬;무량상아섬,농촌체험;무량상아섬농업
474,user474@example.com,평야;무량상아평야,축제·이벤트;무량상아평야축제
475,user475@example.com,바다;무량상아바다,체험형;무량상아바다체험
476,user476@example.com,숲;올벚꽃나무숲,야외활동;올벚꽃나무활동
477,user477@example.com,산;무량상정산,레저·액티비티;무량상정산투어
478,user478@example.com,강·호수;무량상정강,문화·역사;무량상정강문화
479,user479@example.com,섬;무량상정섬,힐링·여유;무량상정섬힐링
480,user480@example.com,평야;무량상정평야,농촌체험;무량상정평야농업
481,user481@example.com,바다;무량상정바다,축제·이벤트;무량상정바다축제
482,user482@example.com,숲;산벚꽃나무숲,체험형;산벚꽃나무체험
483,user483@example.com,산;무량상신산,야외활동;무량상신산활동
484,user484@example.com,강·호수;무량상신강,레저·액티비티;무량상신강투어
485,user485@example.com,섬;무량상신섬,문화·역사;무량상신섬문화
486,user486@example.com,평야;무량상신평야,힐링·여유;무량상신평야힐링
487,user487@example.com,바다;무량상신바다,농촌체험;무량상신바다농업
488,user488@example.com,숲;왕벚꽃나무숲,축제·이벤트;왕벚꽃나무축제
489,user489@example.com,산;무량상희산,체험형;무량상희산체험
490,user490@example.com,강·호수;무량상희강,야외활동;무량상희강활동
491,user491@example.com,섬;무량상희섬,레저·액티비티;무량상희섬투어
492,user492@example.com,평야;무량상희평야,문화·역사;무량상희평야문화
493,user493@example.com,바다;무량상희바다,힐링·여유;무량상희바다힐링
494,user494@example.com,숲;겹벚꽃나무숲,농촌체험;겹벚꽃나무농장
495,user495@example.com,산;무량상사산,축제·이벤트;무량상사산축제
496,user496@example.com,강·호수;무량상사강,체험형;무량상사강체험
497,user497@example.com,섬;무량상사섬,야외활동;무량상사섬활동
498,user498@example.com,평야;무량상사평야,레저·액티비티;무량상사평야투어
499,user499@example.com,바다;무량상사바다,문화·역사;무량상사바다문화
500,user500@example.com,숲;홑벚꽃나무숲,힐링·여유;홑벚꽃나무힐링
